timestamp,plate_text,crop_file,frame_file
20260704_113230,204,/app/anpr_results/crops/20260704_113230_4208_0_0.jpg,/app/anpr_results/frames/20260704_113230_4208_0_0.jpg
20260704_113234,28304,/app/anpr_results/crops/20260704_113234_4229_0_0.jpg,/app/anpr_results/frames/20260704_113234_4229_0_0.jpg
20260704_113234,204,/app/anpr_results/crops/20260704_113234_4230_0_0.jpg,/app/anpr_results/frames/20260704_113234_4230_0_0.jpg
20260704_113235,2804,/app/anpr_results/crops/20260704_113235_4239_0_0.jpg,/app/anpr_results/frames/20260704_113235_4239_0_0.jpg
20260704_113235,204,/app/anpr_results/crops/20260704_113235_4240_0_0.jpg,/app/anpr_results/frames/20260704_113235_4240_0_0.jpg
20260704_113240,2054,/app/anpr_results/crops/20260704_113240_4268_0_0.jpg,/app/anpr_results/frames/20260704_113240_4268_0_0.jpg
20260704_113240,204,/app/anpr_results/crops/20260704_113240_4269_0_0.jpg,/app/anpr_results/frames/20260704_113240_4269_0_0.jpg
20260704_113245,2054,/app/anpr_results/crops/20260704_113245_4301_0_0.jpg,/app/anpr_results/frames/20260704_113245_4301_0_0.jpg
20260704_113245,204,/app/anpr_results/crops/20260704_113245_4303_0_0.jpg,/app/anpr_results/frames/20260704_113245_4303_0_0.jpg
20260704_113258,204,/app/anpr_results/crops/20260704_113258_4405_0_0.jpg,/app/anpr_results/frames/20260704_113258_4405_0_0.jpg
20260704_113259,2804,/app/anpr_results/crops/20260704_113259_4406_0_0.jpg,/app/anpr_results/frames/20260704_113259_4406_0_0.jpg
20260704_113259,20,/app/anpr_results/crops/20260704_113259_4410_0_0.jpg,/app/anpr_results/frames/20260704_113259_4410_0_0.jpg
20260704_113300,204,/app/anpr_results/crops/20260704_113300_4412_0_0.jpg,/app/anpr_results/frames/20260704_113300_4412_0_0.jpg
20260704_113302,20804,/app/anpr_results/crops/20260704_113302_4430_0_0.jpg,/app/anpr_results/frames/20260704_113302_4430_0_0.jpg
20260704_113303,2054,/app/anpr_results/crops/20260704_113303_4437_0_0.jpg,/app/anpr_results/frames/20260704_113303_4437_0_0.jpg
20260704_113304,204,/app/anpr_results/crops/20260704_113304_4438_0_0.jpg,/app/anpr_results/frames/20260704_113304_4438_0_0.jpg
20260704_113306,2804,/app/anpr_results/crops/20260704_113306_4454_0_0.jpg,/app/anpr_results/frames/20260704_113306_4454_0_0.jpg
20260704_113306,204,/app/anpr_results/crops/20260704_113306_4456_0_0.jpg,/app/anpr_results/frames/20260704_113306_4456_0_0.jpg
